inventory_id,product_id,warehouse,inventory_date,opening_stock,units_received,units_sold,closing_stock,damaged_units,stockout_flag,average_stock
I01193,P093,WH-East,2025-12-01,91,117,147,61,0,0,76.0
I01194,P094,WH-East,2025-12-01,146,20,31,133,2,0,139.5
I01195,P095,WH-North,2025-12-01,144,105,146,101,2,1,122.5
I01196,P096,WH-North,2025-12-01,126,69,32,160,3,0,143.0
I01197,P097,WH-South,2025-12-01,121,66,128,58,1,1,89.5
I01198,P098,WH-East,2025-12-01,31,139,167,3,0,1,17.0
I01199,P099,WH-North,2025-12-01,287,18,99,205,1,0,246.0
I01200,P100,WH-East,2025-12-01,294,163,136,320,1,0,307.0
I01201,P001,WH-North,2026-01-01,63,75,113,23,2,1,43.0
I01202,P002,WH-West,2026-01-01,255,120,56,319,0,0,287.0
I01203,P003,WH-South,2026-01-01,109,82,17,174,0,0,141.5
I01204,P004,WH-North,2026-01-01,114,154,176,90,2,0,102.0
I01205,P005,WH-West,2026-01-01,90,103,60,130,3,0,110.0
I01206,P006,WH-North,2026-01-01,189,140,38,290,1,0,239.5
I01207,P007,WH-West,2026-01-01,22,73,111,0,0,1,11.0
I01208,P008,WH-West,2026-01-01,153,148,49,250,2,0,201.5
I01209,P009,WH-East,2026-01-01,223,60,167,114,2,0,168.5
I01210,P010,WH-North,2026-01-01,173,69,115,126,1,0,149.5
I01211,P011,WH-West,2026-01-01,150,147,98,199,0,0,174.5
I01212,P012,WH-North,2026-01-01,79,97,85,89,2,0,84.0
I01213,P013,WH-North,2026-01-01,92,26,85,29,4,0,60.5
I01214,P014,WH-North,2026-01-01,132,129,19,241,1,0,186.5
I01215,P015,WH-West,2026-01-01,188,72,18,240,2,0,214.0
I01216,P016,WH-North,2026-01-01,86,153,7,232,0,0,159.0
I01217,P017,WH-West,2026-01-01,143,173,18,295,3,0,219.0
I01218,P018,WH-East,2026-01-01,249,129,106,272,0,0,260.5
I01219,P019,WH-North,2026-01-01,110,34,66,78,0,0,94.0
I01220,P020,WH-West,2026-01-01,240,89,48,279,2,0,259.5
I01221,P021,WH-West,2026-01-01,193,32,158,65,2,0,129.0
I01222,P022,WH-North,2026-01-01,274,57,119,209,3,0,241.5
I01223,P023,WH-North,2026-01-01,261,74,97,235,3,0,248.0
I01224,P024,WH-East,2026-01-01,246,56,74,228,0,0,237.0
I01225,P025,WH-West,2026-01-01,283,90,130,242,1,0,262.5
I01226,P026,WH-West,2026-01-01,259,68,14,312,1,0,285.5
I01227,P027,WH-North,2026-01-01,176,158,10,323,1,0,249.5
I01228,P028,WH-West,2026-01-01,32,62,28,65,1,0,48.5
I01229,P029,WH-West,2026-01-01,38,82,92,28,0,1,33.0
I01230,P030,WH-East,2026-01-01,297,91,149,239,0,0,268.0
I01231,P031,WH-West,2026-01-01,164,134,33,264,1,0,214.0
I01232,P032,WH-East,2026-01-01,137,15,84,68,0,1,102.5
I01233,P033,WH-West,2026-01-01,60,59,62,55,2,1,57.5
I01234,P034,WH-South,2026-01-01,59,57,177,0,1,1,29.5
I01235,P035,WH-West,2026-01-01,30,55,27,56,2,0,43.0
I01236,P036,WH-South,2026-01-01,135,27,119,42,1,1,88.5
I01237,P037,WH-West,2026-01-01,262,178,142,297,1,0,279.5
I01238,P038,WH-West,2026-01-01,219,8,22,204,1,0,211.5
I01239,P039,WH-South,2026-01-01,85,21,84,21,1,1,53.0
I01240,P040,WH-North,2026-01-01,195,15,53,155,2,0,175.0
I01241,P041,WH-North,2026-01-01,82,167,60,188,1,0,135.0
I01242,P042,WH-West,2026-01-01,56,139,97,98,0,0,77.0
I01243,P043,WH-West,2026-01-01,170,73,76,167,0,0,168.5
I01244,P044,WH-South,2026-01-01,122,174,102,194,0,0,158.0
I01245,P045,WH-West,2026-01-01,173,39,148,62,2,1,117.5
I01246,P046,WH-North,2026-01-01,48,108,170,0,1,1,24.0
I01247,P047,WH-West,2026-01-01,285,174,176,282,1,0,283.5
I01248,P048,WH-West,2026-01-01,270,6,23,252,1,0,261.0
I01249,P049,WH-North,2026-01-01,42,85,104,22,1,1,32.0
I01250,P050,WH-East,2026-01-01,121,90,41,170,0,0,145.5
I01251,P051,WH-North,2026-01-01,49,42,36,54,1,0,51.5
I01252,P052,WH-North,2026-01-01,21,46,103,0,1,1,10.5
I01253,P053,WH-North,2026-01-01,237,40,46,230,1,0,233.5
I01254,P054,WH-West,2026-01-01,91,166,142,114,1,1,102.5
I01255,P055,WH-North,2026-01-01,252,49,79,220,2,0,236.0
I01256,P056,WH-North,2026-01-01,219,0,31,188,0,0,203.5
I01257,P057,WH-East,2026-01-01,195,22,176,40,1,1,117.5
I01258,P058,WH-East,2026-01-01,158,99,106,150,1,0,154.0
I01259,P059,WH-South,2026-01-01,166,95,44,217,0,0,191.5
I01260,P060,WH-South,2026-01-01,31,142,171,2,0,1,16.5
I01261,P061,WH-West,2026-01-01,125,18,61,82,0,1,103.5
I01262,P062,WH-West,2026-01-01,254,152,108,298,0,0,276.0
I01263,P063,WH-East,2026-01-01,146,100,139,106,1,0,126.0
I01264,P064,WH-North,2026-01-01,255,107,177,185,0,0,220.0
I01265,P065,WH-East,2026-01-01,82,118,97,103,0,0,92.5
I01266,P066,WH-East,2026-01-01,57,6,108,0,1,1,28.5
I01267,P067,WH-West,2026-01-01,276,36,157,153,2,0,214.5
I01268,P068,WH-North,2026-01-01,280,55,46,288,1,0,284.0
I01269,P069,WH-West,2026-01-01,90,1,71,20,0,1,55.0
I01270,P070,WH-North,2026-01-01,46,85,71,58,2,1,52.0
I01271,P071,WH-West,2026-01-01,233,179,75,337,0,0,285.0
I01272,P072,WH-West,2026-01-01,230,143,118,253,2,0,241.5
I01273,P073,WH-South,2026-01-01,122,154,78,197,1,0,159.5
I01274,P074,WH-South,2026-01-01,186,54,30,210,0,0,198.0
I01275,P075,WH-North,2026-01-01,31,104,112,19,4,1,25.0
I01276,P076,WH-East,2026-01-01,211,87,143,153,2,0,182.0
I01277,P077,WH-North,2026-01-01,106,70,115,59,2,0,82.5
I01278,P078,WH-South,2026-01-01,213,127,126,214,0,0,213.5
I01279,P079,WH-South,2026-01-01,131,46,79,95,3,0,113.0
I01280,P080,WH-East,2026-01-01,49,7,169,0,0,1,24.5
I01281,P081,WH-North,2026-01-01,210,127,15,322,0,0,266.0
I01282,P082,WH-East,2026-01-01,205,120,166,159,0,0,182.0
I01283,P083,WH-South,2026-01-01,120,173,26,266,1,0,193.0
I01284,P084,WH-South,2026-01-01,189,161,17,331,2,0,260.0
I01285,P085,WH-East,2026-01-01,216,94,15,294,1,0,255.0
I01286,P086,WH-East,2026-01-01,207,46,8,245,0,0,226.0
I01287,P087,WH-East,2026-01-01,137,85,34,188,0,0,162.5
I01288,P088,WH-North,2026-01-01,104,149,108,142,3,0,123.0
I01289,P089,WH-East,2026-01-01,169,154,67,256,0,0,212.5
I01290,P090,WH-South,2026-01-01,22,80,172,0,1,1,11.0
I01291,P091,WH-South,2026-01-01,271,155,121,303,2,0,287.0
I01292,P092,WH-East,2026-01-01,290,132,178,244,0,0,267.0
I01293,P093,WH-East,2026-01-01,183,44,99,125,3,0,154.0
I01294,P094,WH-West,2026-01-01,56,117,89,83,1,1,69.5
I01295,P095,WH-North,2026-01-01,248,162,154,255,1,0,251.5
I01296,P096,WH-West,2026-01-01,238,154,104,288,0,0,263.0
I01297,P097,WH-West,2026-01-01,235,7,49,192,1,0,213.5
I01298,P098,WH-North,2026-01-01,269,132,178,223,0,0,246.0
I01299,P099,WH-West,2026-01-01,162,16,80,98,0,0,130.0
I01300,P100,WH-South,2026-01-01,190,121,83,227,1,0,208.5
I01301,P001,WH-West,2026-02-01,41,136,51,125,1,0,83.0
I01302,P002,WH-North,2026-02-01,32,1,115,0,2,1,16.0
I01303,P003,WH-East,2026-02-01,151,87,153,84,1,0,117.5
I01304,P004,WH-North,2026-02-01,283,41,149,175,0,0,229.0
I01305,P005,WH-East,2026-02-01,73,159,125,107,0,0,90.0
I01306,P006,WH-East,2026-02-01,119,15,153,0,1,1,59.5
I01307,P007,WH-North,2026-02-01,298,88,88,295,3,0,296.5
I01308,P008,WH-North,2026-02-01,260,117,168,209,0,0,234.5
I01309,P009,WH-East,2026-02-01,24,3,62,0,2,1,12.0
I01310,P010,WH-West,2026-02-01,157,122,66,211,2,0,184.0
I01311,P011,WH-West,2026-02-01,238,176,30,383,1,0,310.5
I01312,P012,WH-South,2026-02-01,205,5,54,155,1,0,180.0
I01313,P013,WH-West,2026-02-01,236,89,153,172,0,0,204.0
I01314,P014,WH-East,2026-02-01,144,104,67,179,2,0,161.5
I01315,P015,WH-East,2026-02-01,262,49,156,155,0,0,208.5
I01316,P016,WH-West,2026-02-01,116,36,104,48,0,1,82.0
I01317,P017,WH-West,2026-02-01,294,148,43,399,0,0,346.5
I01318,P018,WH-South,2026-02-01,124,178,64,238,0,0,181.0
I01319,P019,WH-South,2026-02-01,229,91,126,194,0,0,211.5
I01320,P020,WH-North,2026-02-01,154,132,95,189,2,0,171.5
I01321,P021,WH-East,2026-02-01,144,36,147,33,0,1,88.5
I01322,P022,WH-South,2026-02-01,278,153,108,323,0,0,300.5
I01323,P023,WH-North,2026-02-01,118,146,17,246,1,0,182.0
I01324,P024,WH-North,2026-02-01,102,84,178,8,0,1,55.0
I01325,P025,WH-West,2026-02-01,146,131,32,245,0,0,195.5
I01326,P026,WH-South,2026-02-01,102,17,111,6,2,1,54.0
I01327,P027,WH-West,2026-02-01,95,22,160,0,3,1,47.5
I01328,P028,WH-West,2026-02-01,117,47,166,0,1,1,58.5
I01329,P029,WH-South,2026-02-01,209,161,61,308,1,0,258.5
I01330,P030,WH-North,2026-02-01,224,123,102,244,1,0,234.0
I01331,P031,WH-East,2026-02-01,126,103,148,81,0,0,103.5
I01332,P032,WH-East,2026-02-01,103,80,158,23,2,1,63.0
I01333,P033,WH-East,2026-02-01,52,77,35,92,2,0,72.0
I01334,P034,WH-South,2026-02-01,197,127,138,185,1,0,191.0
I01335,P035,WH-West,2026-02-01,220,140,62,296,2,0,258.0
I01336,P036,WH-North,2026-02-01,78,102,85,93,2,0,85.5
I01337,P037,WH-North,2026-02-01,196,60,44,211,1,0,203.5
I01338,P038,WH-West,2026-02-01,108,11,147,0,2,1,54.0
I01339,P039,WH-North,2026-02-01,284,147,93,336,2,0,310.0
I01340,P040,WH-North,2026-02-01,289,132,130,291,0,0,290.0
I01341,P041,WH-East,2026-02-01,79,80,47,110,2,1,94.5
I01342,P042,WH-North,2026-02-01,83,1,5,78,1,1,80.5
I01343,P043,WH-South,2026-02-01,43,129,63,106,3,0,74.5
I01344,P044,WH-West,2026-02-01,24,108,128,4,0,1,14.0
I01345,P045,WH-South,2026-02-01,202,137,89,249,1,0,225.5
I01346,P046,WH-South,2026-02-01,245,131,15,361,0,0,303.0
I01347,P047,WH-South,2026-02-01,208,150,130,226,2,0,217.0
I01348,P048,WH-West,2026-02-01,142,87,29,198,2,0,170.0
I01349,P049,WH-West,2026-02-01,93,123,143,73,0,1,83.0
I01350,P050,WH-West,2026-02-01,230,179,9,399,1,0,314.5
I01351,P051,WH-West,2026-02-01,161,147,24,284,0,0,222.5
I01352,P052,WH-East,2026-02-01,188,109,131,165,1,0,176.5
I01353,P053,WH-North,2026-02-01,277,139,32,384,0,0,330.5
I01354,P054,WH-North,2026-02-01,287,40,48,279,0,0,283.0
I01355,P055,WH-West,2026-02-01,219,154,125,247,1,0,233.0
I01356,P056,WH-West,2026-02-01,83,151,134,100,0,0,91.5
I01357,P057,WH-South,2026-02-01,212,57,98,171,0,0,191.5
I01358,P058,WH-North,2026-02-01,225,37,80,180,2,0,202.5
I01359,P059,WH-West,2026-02-01,130,79,88,120,1,0,125.0
I01360,P060,WH-North,2026-02-01,174,97,90,180,1,0,177.0
I01361,P061,WH-West,2026-02-01,114,30,174,0,1,1,57.0
I01362,P062,WH-North,2026-02-01,177,82,131,128,0,0,152.5
I01363,P063,WH-West,2026-02-01,163,158,14,307,0,0,235.0
I01364,P064,WH-West,2026-02-01,287,155,22,420,0,0,353.5
I01365,P065,WH-East,2026-02-01,250,13,12,251,0,0,250.5
I01366,P066,WH-North,2026-02-01,221,136,51,306,0,0,263.5
I01367,P067,WH-East,2026-02-01,140,151,17,272,2,0,206.0
I01368,P068,WH-South,2026-02-01,176,15,89,101,1,0,138.5
I01369,P069,WH-North,2026-02-01,207,168,13,360,2,0,283.5
I01370,P070,WH-North,2026-02-01,165,23,55,131,2,0,148.0
I01371,P071,WH-South,2026-02-01,102,61,95,67,1,1,84.5
I01372,P072,WH-West,2026-02-01,190,120,140,169,1,0,179.5
I01373,P073,WH-West,2026-02-01,140,52,44,147,1,0,143.5
I01374,P074,WH-North,2026-02-01,95,129,74,150,0,0,122.5
I01375,P075,WH-South,2026-02-01,145,35,45,134,1,0,139.5
I01376,P076,WH-West,2026-02-01,162,47,101,108,0,0,135.0
I01377,P077,WH-West,2026-02-01,210,24,8,225,1,0,217.5
I01378,P078,WH-East,2026-02-01,103,72,69,105,1,0,104.0
I01379,P079,WH-East,2026-02-01,107,152,166,93,0,0,100.0
I01380,P080,WH-West,2026-02-01,252,88,135,205,0,0,228.5
I01381,P081,WH-South,2026-02-01,129,119,92,156,0,0,142.5
I01382,P082,WH-East,2026-02-01,215,22,87,147,3,0,181.0
I01383,P083,WH-North,2026-02-01,107,52,151,5,3,1,56.0
I01384,P084,WH-West,2026-02-01,40,53,130,0,2,1,20.0
I01385,P085,WH-West,2026-02-01,262,145,149,255,3,0,258.5
I01386,P086,WH-South,2026-02-01,132,133,159,103,3,1,117.5
I01387,P087,WH-East,2026-02-01,182,139,33,287,1,0,234.5
I01388,P088,WH-South,2026-02-01,90,52,18,123,1,0,106.5
I01389,P089,WH-East,2026-02-01,33,52,119,0,2,1,16.5
I01390,P090,WH-East,2026-02-01,214,84,98,199,1,0,206.5
I01391,P091,WH-West,2026-02-01,130,166,105,190,1,0,160.0
I01392,P092,WH-North,2026-02-01,277,21,132,166,0,0,221.5
I01393,P093,WH-North,2026-02-01,278,22,105,195,0,0,236.5
I01394,P094,WH-East,2026-02-01,52,125,72,105,0,0,78.5
I01395,P095,WH-West,2026-02-01,155,19,66,106,2,1,130.5
I01396,P096,WH-South,2026-02-01,94,113,125,81,1,0,87.5
I01397,P097,WH-South,2026-02-01,282,137,172,247,0,0,264.5
I01398,P098,WH-North,2026-02-01,38,109,170,0,2,1,19.0
I01399,P099,WH-East,2026-02-01,168,134,11,289,2,0,228.5
I01400,P100,WH-North,2026-02-01,109,17,121,4,1,1,56.5
I01401,P001,WH-West,2026-03-01,211,141,29,323,0,0,267.0
I01402,P002,WH-North,2026-03-01,58,121,116,63,0,0,60.5
I01403,P003,WH-South,2026-03-01,132,148,63,216,1,0,174.0
I01404,P004,WH-North,2026-03-01,73,172,173,72,0,0,72.5
I01405,P005,WH-East,2026-03-01,149,71,145,74,1,0,111.5
I01406,P006,WH-South,2026-03-01,145,1,14,130,2,0,137.5
I01407,P007,WH-East,2026-03-01,243,64,113,192,2,0,217.5
I01408,P008,WH-East,2026-03-01,130,157,169,117,1,0,123.5
I01409,P009,WH-West,2026-03-01,232,124,17,338,1,0,285.0
I01410,P010,WH-North,2026-03-01,177,151,42,285,1,0,231.0
I01411,P011,WH-West,2026-03-01,291,109,59,340,1,0,315.5
I01412,P012,WH-South,2026-03-01,71,48,52,66,1,0,68.5
I01413,P013,WH-South,2026-03-01,292,40,58,274,0,0,283.0
I01414,P014,WH-East,2026-03-01,173,75,150,97,1,0,135.0
I01415,P015,WH-East,2026-03-01,75,116,34,157,0,0,116.0
I01416,P016,WH-South,2026-03-01,71,54,142,0,4,1,35.5
I01417,P017,WH-West,2026-03-01,210,158,160,206,2,0,208.0
I01418,P018,WH-South,2026-03-01,179,34,89,123,1,0,151.0
I01419,P019,WH-East,2026-03-01,27,162,27,161,1,0,94.0
I01420,P020,WH-West,2026-03-01,185,18,49,154,0,0,169.5
I01421,P021,WH-North,2026-03-01,246,58,5,296,3,0,271.0
I01422,P022,WH-North,2026-03-01,280,146,62,362,2,0,321.0
I01423,P023,WH-West,2026-03-01,41,52,61,31,1,1,36.0
I01424,P024,WH-North,2026-03-01,280,149,118,311,0,0,295.5
I01425,P025,WH-North,2026-03-01,45,24,73,0,1,1,22.5
I01426,P026,WH-East,2026-03-01,239,19,176,80,2,0,159.5
I01427,P027,WH-South,2026-03-01,131,126,175,81,1,1,106.0
I01428,P028,WH-East,2026-03-01,87,142,150,79,0,0,83.0
I01429,P029,WH-West,2026-03-01,44,149,169,22,2,1,33.0
I01430,P030,WH-West,2026-03-01,96,67,32,129,2,0,112.5
I01431,P031,WH-North,2026-03-01,168,142,135,174,1,0,171.0
I01432,P032,WH-North,2026-03-01,283,136,126,292,1,0,287.5
I01433,P033,WH-South,2026-03-01,38,26,156,0,0,1,19.0
I01434,P034,WH-North,2026-03-01,29,105,21,112,1,0,70.5
I01435,P035,WH-North,2026-03-01,65,177,14,228,0,0,146.5
I01436,P036,WH-South,2026-03-01,32,175,148,58,1,0,45.0
I01437,P037,WH-East,2026-03-01,224,71,15,277,3,0,250.5
I01438,P038,WH-South,2026-03-01,67,6,5,64,4,1,65.5
I01439,P039,WH-South,2026-03-01,162,91,82,169,2,0,165.5
I01440,P040,WH-East,2026-03-01,167,117,28,255,1,0,211.0
I01441,P041,WH-South,2026-03-01,233,157,42,348,0,0,290.5
I01442,P042,WH-West,2026-03-01,148,120,165,103,0,0,125.5
I01443,P043,WH-South,2026-03-01,83,8,36,55,0,1,69.0
I01444,P044,WH-West,2026-03-01,128,169,138,159,0,0,143.5
I01445,P045,WH-North,2026-03-01,251,150,107,292,2,0,271.5
I01446,P046,WH-South,2026-03-01,172,16,112,75,1,1,123.5
I01447,P047,WH-South,2026-03-01,98,36,116,16,2,1,57.0
I01448,P048,WH-West,2026-03-01,184,58,14,227,1,0,205.5
I01449,P049,WH-West,2026-03-01,234,145,91,288,0,0,261.0
I01450,P050,WH-West,2026-03-01,242,116,107,251,0,0,246.5
I01451,P051,WH-North,2026-03-01,204,102,29,277,0,0,240.5
I01452,P052,WH-West,2026-03-01,130,65,132,62,1,0,96.0
I01453,P053,WH-North,2026-03-01,172,172,27,317,0,0,244.5
I01454,P054,WH-North,2026-03-01,139,160,125,173,1,0,156.0
I01455,P055,WH-East,2026-03-01,273,156,116,311,2,0,292.0
I01456,P056,WH-West,2026-03-01,139,84,167,56,0,1,97.5
I01457,P057,WH-North,2026-03-01,55,79,16,118,0,0,86.5
I01458,P058,WH-South,2026-03-01,94,78,83,89,0,0,91.5
I01459,P059,WH-North,2026-03-01,48,57,30,75,0,0,61.5
I01460,P060,WH-North,2026-03-01,78,143,107,113,1,1,95.5
I01461,P061,WH-South,2026-03-01,190,111,130,170,1,0,180.0
I01462,P062,WH-South,2026-03-01,205,108,6,305,2,0,255.0
I01463,P063,WH-East,2026-03-01,238,153,113,275,3,0,256.5
I01464,P064,WH-East,2026-03-01,110,80,138,50,2,1,80.0
I01465,P065,WH-West,2026-03-01,63,65,49,79,0,0,71.0
I01466,P066,WH-South,2026-03-01,23,96,102,17,0,1,20.0
I01467,P067,WH-West,2026-03-01,255,136,105,284,2,0,269.5
I01468,P068,WH-South,2026-03-01,214,17,44,186,1,0,200.0
I01469,P069,WH-South,2026-03-01,200,113,174,139,0,0,169.5
I01470,P070,WH-North,2026-03-01,145,113,167,91,0,1,118.0
I01471,P071,WH-East,2026-03-01,159,48,154,52,1,1,105.5
I01472,P072,WH-South,2026-03-01,297,102,44,355,0,0,326.0
I01473,P073,WH-North,2026-03-01,173,122,173,122,0,0,147.5
I01474,P074,WH-North,2026-03-01,92,45,62,73,2,1,82.5
I01475,P075,WH-West,2026-03-01,178,31,13,194,2,0,186.0
I01476,P076,WH-North,2026-03-01,283,151,72,361,1,0,322.0
I01477,P077,WH-North,2026-03-01,40,47,13,74,0,0,57.0
I01478,P078,WH-West,2026-03-01,25,175,50,149,1,0,87.0
I01479,P079,WH-East,2026-03-01,226,100,135,191,0,0,208.5
I01480,P080,WH-East,2026-03-01,154,15,96,73,0,0,113.5
I01481,P081,WH-West,2026-03-01,282,98,116,264,0,0,273.0
I01482,P082,WH-East,2026-03-01,259,97,133,221,2,0,240.0
I01483,P083,WH-West,2026-03-01,106,3,134,0,0,1,53.0
I01484,P084,WH-West,2026-03-01,126,81,85,121,1,0,123.5
I01485,P085,WH-West,2026-03-01,287,120,167,239,1,0,263.0
I01486,P086,WH-North,2026-03-01,249,32,78,203,0,0,226.0
I01487,P087,WH-East,2026-03-01,285,152,173,262,2,0,273.5
I01488,P088,WH-East,2026-03-01,208,59,37,230,0,0,219.0
I01489,P089,WH-East,2026-03-01,193,110,136,166,1,0,179.5
I01490,P090,WH-South,2026-03-01,37,81,38,80,0,0,58.5
I01491,P091,WH-West,2026-03-01,109,86,37,157,1,0,133.0
I01492,P092,WH-North,2026-03-01,179,111,103,185,2,0,182.0
I01493,P093,WH-East,2026-03-01,162,49,120,91,0,0,126.5
I01494,P094,WH-East,2026-03-01,89,136,145,78,2,1,83.5
I01495,P095,WH-West,2026-03-01,20,124,118,24,2,1,22.0
I01496,P096,WH-South,2026-03-01,274,45,169,150,0,0,212.0
I01497,P097,WH-South,2026-03-01,95,76,146,25,0,1,60.0
I01498,P098,WH-North,2026-03-01,105,8,118,0,1,1,52.5
I01499,P099,WH-South,2026-03-01,125,64,31,158,0,0,141.5
I01500,P100,WH-West,2026-03-01,136,145,168,113,0,1,124.5
I01501,P001,WH-North,2026-04-01,181,31,55,157,0,0,169.0
I01502,P002,WH-South,2026-04-01,273,84,17,339,1,0,306.0
I01503,P003,WH-East,2026-04-01,283,57,128,212,0,0,247.5
I01504,P004,WH-South,2026-04-01,155,60,80,134,1,0,144.5
I01505,P005,WH-North,2026-04-01,113,73,151,33,2,1,73.0
I01506,P006,WH-South,2026-04-01,167,1,34,134,0,0,150.5
I01507,P007,WH-East,2026-04-01,66,42,15,91,2,0,78.5
I01508,P008,WH-South,2026-04-01,23,110,170,0,2,1,11.5
I01509,P009,WH-West,2026-04-01,258,158,108,307,1,0,282.5
I01510,P010,WH-South,2026-04-01,78,107,109,76,0,1,77.0
I01511,P011,WH-East,2026-04-01,226,24,88,160,2,0,193.0
I01512,P012,WH-West,2026-04-01,29,176,129,74,2,0,51.5
I01513,P013,WH-South,2026-04-01,145,112,118,139,0,0,142.0
I01514,P014,WH-East,2026-04-01,30,82,148,0,0,1,15.0
I01515,P015,WH-North,2026-04-01,77,84,170,0,2,1,38.5
I01516,P016,WH-South,2026-04-01,90,115,71,134,0,0,112.0
I01517,P017,WH-East,2026-04-01,22,57,31,47,1,1,34.5
I01518,P018,WH-East,2026-04-01,194,64,152,105,1,0,149.5
I01519,P019,WH-South,2026-04-01,23,82,58,46,1,0,34.5
I01520,P020,WH-East,2026-04-01,183,79,165,96,1,0,139.5
I01521,P021,WH-East,2026-04-01,65,140,97,107,1,0,86.0
I01522,P022,WH-South,2026-04-01,155,104,50,205,4,0,180.0
I01523,P023,WH-East,2026-04-01,20,111,94,36,1,1,28.0
I01524,P024,WH-South,2026-04-01,217,147,20,344,0,0,280.5
I01525,P025,WH-North,2026-04-01,92,119,140,71,0,1,81.5
I01526,P026,WH-West,2026-04-01,227,13,151,89,0,0,158.0
I01527,P027,WH-North,2026-04-01,130,124,97,155,2,0,142.5
I01528,P028,WH-South,2026-04-01,267,142,67,340,2,0,303.5
I01529,P029,WH-South,2026-04-01,275,176,146,303,2,0,289.0
I01530,P030,WH-North,2026-04-01,114,38,164,0,2,1,57.0
I01531,P031,WH-South,2026-04-01,119,162,27,253,1,0,186.0
I01532,P032,WH-East,2026-04-01,266,89,10,344,1,0,305.0
I01533,P033,WH-West,2026-04-01,129,110,99,140,0,0,134.5
I01534,P034,WH-North,2026-04-01,32,85,80,36,1,1,34.0
I01535,P035,WH-East,2026-04-01,42,69,129,0,1,1,21.0
I01536,P036,WH-South,2026-04-01,218,137,72,282,1,0,250.0
I01537,P037,WH-North,2026-04-01,234,7,118,123,0,0,178.5
I01538,P038,WH-North,2026-04-01,274,66,171,169,0,0,221.5
I01539,P039,WH-South,2026-04-01,222,156,149,227,2,0,224.5
I01540,P040,WH-West,2026-04-01,289,164,118,333,2,0,311.0
I01541,P041,WH-East,2026-04-01,48,48,6,89,1,1,68.5
I01542,P042,WH-North,2026-04-01,89,45,67,66,1,1,77.5
I01543,P043,WH-South,2026-04-01,46,22,104,0,1,1,23.0
I01544,P044,WH-West,2026-04-01,228,141,154,215,0,0,221.5
I01545,P045,WH-South,2026-04-01,259,37,94,200,2,0,229.5
I01546,P046,WH-North,2026-04-01,36,119,27,128,0,0,82.0
I01547,P047,WH-North,2026-04-01,167,95,8,253,1,0,210.0
I01548,P048,WH-West,2026-04-01,241,108,30,319,0,0,280.0
I01549,P049,WH-West,2026-04-01,187,36,61,161,1,0,174.0
I01550,P050,WH-East,2026-04-01,91,2,144,0,0,1,45.5
I01551,P051,WH-North,2026-04-01,70,138,138,68,2,0,69.0
I01552,P052,WH-North,2026-04-01,245,25,84,186,0,0,215.5
I01553,P053,WH-South,2026-04-01,241,48,88,200,1,0,220.5
I01554,P054,WH-West,2026-04-01,261,122,23,358,2,0,309.5
I01555,P055,WH-South,2026-04-01,150,127,111,163,3,0,156.5
I01556,P056,WH-East,2026-04-01,64,56,134,0,1,1,32.0
I01557,P057,WH-East,2026-04-01,24,153,167,10,0,1,17.0
I01558,P058,WH-South,2026-04-01,166,105,85,184,2,0,175.0
I01559,P059,WH-North,2026-04-01,144,71,108,105,2,0,124.5
I01560,P060,WH-West,2026-04-01,233,140,46,326,1,0,279.5
I01561,P061,WH-South,2026-04-01,131,12,100,42,1,1,86.5
I01562,P062,WH-West,2026-04-01,254,162,54,362,0,0,308.0
I01563,P063,WH-North,2026-04-01,217,41,147,110,1,0,163.5
I01564,P064,WH-East,2026-04-01,21,160,157,23,1,1,22.0
I01565,P065,WH-South,2026-04-01,270,111,29,352,0,0,311.0
I01566,P066,WH-West,2026-04-01,123,77,109,90,1,0,106.5
I01567,P067,WH-West,2026-04-01,134,149,90,193,0,0,163.5
I01568,P068,WH-South,2026-04-01,103,62,6,158,1,0,130.5
I01569,P069,WH-North,2026-04-01,99,155,120,132,2,0,115.5
I01570,P070,WH-East,2026-04-01,34,42,137,0,1,1,17.0
I01571,P071,WH-East,2026-04-01,82,170,55,193,4,0,137.5
I01572,P072,WH-West,2026-04-01,173,96,178,91,0,1,132.0
I01573,P073,WH-West,2026-04-01,48,104,65,86,1,0,67.0
I01574,P074,WH-West,2026-04-01,266,157,43,379,1,0,322.5
I01575,P075,WH-West,2026-04-01,198,1,160,39,0,1,118.5
I01576,P076,WH-East,2026-04-01,283,30,43,270,0,0,276.5
I01577,P077,WH-North,2026-04-01,224,143,27,338,2,0,281.0
I01578,P078,WH-South,2026-04-01,201,68,16,252,1,0,226.5
I01579,P079,WH-South,2026-04-01,111,89,8,191,1,0,151.0
I01580,P080,WH-South,2026-04-01,211,106,74,239,4,0,225.0
I01581,P081,WH-South,2026-04-01,258,84,43,299,0,0,278.5
I01582,P082,WH-North,2026-04-01,49,157,165,40,1,1,44.5
I01583,P083,WH-East,2026-04-01,153,53,136,70,0,0,111.5
I01584,P084,WH-North,2026-04-01,150,56,84,122,0,0,136.0
I01585,P085,WH-North,2026-04-01,139,133,153,118,1,0,128.5
I01586,P086,WH-East,2026-04-01,47,44,62,29,0,1,38.0
I01587,P087,WH-North,2026-04-01,52,107,136,23,0,1,37.5
I01588,P088,WH-South,2026-04-01,210,80,154,135,1,0,172.5
I01589,P089,WH-East,2026-04-01,76,152,32,194,2,0,135.0
I01590,P090,WH-South,2026-04-01,155,140,176,119,0,0,137.0
