procurement_id,po_date,supplier_id,product_id,warehouse,quantity_ordered,quantity_received,unit_cost,procurement_cost,expected_delivery_date,actual_delivery_date
PO00811,2026-04-27,S021,P039,WH-West,235,226,1910.51,431775.26,2026-05-13,2026-05-16
PO00812,2025-01-11,S022,P057,WH-South,266,251,606.82,152311.82,2025-01-20,2025-01-27
PO00813,2026-04-12,S012,P064,WH-East,227,201,6957.51,1398459.51,2026-05-04,2026-05-06
PO00814,2026-04-16,S025,P092,WH-North,170,170,7533.17,1280638.9,2026-05-06,2026-05-04
PO00815,2026-03-07,S009,P030,WH-South,458,436,5123.21,2233719.56,2026-03-21,2026-03-22
PO00816,2026-05-29,S005,P086,WH-South,332,319,2683.09,855905.71,2026-06-14,2026-06-18
PO00817,2025-02-12,S012,P050,WH-North,453,422,1675.05,706871.1,2025-02-27,2025-02-27
PO00818,2025-01-04,S015,P054,WH-North,185,172,3739.53,643199.16,2025-01-27,2025-01-31
PO00819,2025-12-03,S003,P023,WH-West,322,265,1939.29,513911.85,2025-12-12,2025-12-17
PO00820,2026-01-10,S007,P018,WH-East,127,124,5728.7,710358.8,2026-01-17,2026-01-21
PO00821,2025-04-05,S013,P081,WH-North,368,368,7060.83,2598385.44,2025-04-28,2025-04-30
PO00822,2026-03-23,S015,P054,WH-East,147,124,3739.53,463701.72,2026-04-02,2026-03-31
PO00823,2025-01-30,S021,P095,WH-North,177,173,4617.29,798791.17,2025-02-20,2025-02-24
PO00824,2025-03-29,S023,P028,WH-East,471,437,1287.42,562602.54,2025-04-15,2025-04-15
PO00825,2025-08-08,S003,P008,WH-North,368,323,5513.62,1780899.26,2025-08-19,2025-08-16
PO00826,2025-05-08,S001,P032,WH-East,255,255,6504.58,1658667.9,2025-05-31,2025-06-01
PO00827,2025-06-20,S007,P006,WH-East,141,116,514.64,59698.24,2025-07-13,2025-07-12
PO00828,2025-08-13,S017,P072,WH-South,318,278,5486.78,1525324.84,2025-08-29,2025-08-28
PO00829,2025-10-01,S005,P086,WH-East,393,392,2683.09,1051771.28,2025-10-16,2025-10-19
PO00830,2026-02-12,S019,P040,WH-South,252,231,5809.38,1341966.78,2026-03-05,2026-03-13
PO00831,2025-06-07,S022,P051,WH-South,430,404,366.79,148183.16,2025-06-28,2025-06-25
PO00832,2026-02-11,S002,P047,WH-North,101,98,7921.92,776348.16,2026-03-05,2026-03-04
PO00833,2025-01-30,S021,P095,WH-South,83,71,4617.29,327827.59,2025-02-18,2025-02-24
PO00834,2025-07-15,S003,P070,WH-East,25,22,2363.97,52007.34,2025-07-25,2025-07-27
PO00835,2025-06-18,S007,P068,WH-West,371,371,6782.27,2516222.17,2025-06-30,2025-07-04
PO00836,2025-12-10,S021,P007,WH-West,306,265,7730.21,2048505.65,2025-12-25,2025-12-27
PO00837,2026-02-03,S008,P098,WH-North,223,207,2306.64,477474.48,2026-02-20,2026-02-27
PO00838,2025-07-03,S001,P027,WH-East,106,93,3376.64,314027.52,2025-07-24,2025-07-24
PO00839,2026-05-27,S013,P066,WH-South,176,174,6590.35,1146720.9,2026-06-17,2026-06-21
PO00840,2025-07-21,S015,P054,WH-South,406,406,3739.53,1518249.18,2025-08-12,2025-08-18
PO00841,2025-08-06,S010,P014,WH-West,116,98,5698.83,558485.34,2025-08-26,2025-08-27
PO00842,2025-03-17,S022,P093,WH-South,378,355,7471.92,2652531.6,2025-04-06,2025-04-12
PO00843,2025-11-17,S007,P022,WH-South,239,235,7083.75,1664681.25,2025-11-25,2025-11-27
PO00844,2025-01-02,S025,P069,WH-East,229,225,5619.39,1264362.75,2025-01-23,2025-01-31
PO00845,2026-06-07,S009,P056,WH-West,127,115,765.88,88076.2,2026-06-19,2026-06-16
PO00846,2025-04-02,S010,P082,WH-East,233,202,5709.22,1153262.44,2025-04-26,2025-04-26
PO00847,2025-06-19,S020,P060,WH-North,167,150,1061.17,159175.5,2025-06-30,2025-07-07
PO00848,2025-11-01,S022,P051,WH-North,227,220,366.79,80693.8,2025-11-13,2025-11-13
PO00849,2025-03-23,S003,P016,WH-East,77,77,4791.69,368960.13,2025-03-28,2025-04-05
PO00850,2025-10-20,S007,P006,WH-East,263,245,514.64,126086.8,2025-10-26,2025-11-03
PO00851,2025-12-14,S019,P001,WH-West,76,65,1589.96,103347.4,2025-12-31,2026-01-01
PO00852,2025-08-11,S015,P012,WH-West,90,75,2355.34,176650.5,2025-08-17,2025-08-25
PO00853,2025-02-07,S015,P024,WH-South,279,279,3955.92,1103701.68,2025-02-16,2025-02-13
PO00854,2026-03-18,S012,P075,WH-South,61,56,4020.25,225134.0,2026-03-27,2026-03-27
PO00855,2025-05-13,S014,P043,WH-North,377,363,6183.15,2244483.45,2025-05-23,2025-05-30
PO00856,2025-07-24,S002,P034,WH-North,53,50,5330.87,266543.5,2025-08-15,2025-08-18
PO00857,2025-01-28,S022,P093,WH-North,293,292,7471.92,2181800.64,2025-02-17,2025-02-19
PO00858,2025-07-04,S005,P096,WH-West,372,325,4344.62,1412001.5,2025-07-25,2025-07-31
PO00859,2025-05-10,S022,P057,WH-West,212,193,606.82,117116.26,2025-05-23,2025-05-24
PO00860,2025-03-11,S012,P021,WH-East,387,387,2470.72,956168.64,2025-03-23,2025-03-30
PO00861,2025-08-05,S019,P040,WH-North,428,401,5809.38,2329561.38,2025-08-17,2025-08-14
PO00862,2025-09-06,S010,P033,WH-West,448,374,5454.17,2039859.58,2025-09-12,2025-09-16
PO00863,2026-04-17,S010,P033,WH-East,161,138,5454.17,752675.46,2026-04-30,2026-05-08
PO00864,2025-12-04,S023,P028,WH-East,286,248,1287.42,319280.16,2025-12-14,2025-12-15
PO00865,2026-01-20,S016,P100,WH-West,140,140,4482.47,627545.8,2026-02-12,2026-02-16
PO00866,2025-01-03,S005,P065,WH-North,455,393,5199.81,2043525.33,2025-01-08,2025-01-15
PO00867,2025-04-07,S013,P076,WH-East,273,271,1819.91,493195.61,2025-04-30,2025-05-02
PO00868,2026-05-22,S008,P046,WH-East,272,227,1480.52,336078.04,2026-05-27,2026-05-30
PO00869,2026-03-16,S010,P033,WH-North,283,242,5454.17,1319909.14,2026-04-02,2026-04-08
PO00870,2025-09-03,S025,P069,WH-North,335,333,5619.39,1871256.87,2025-09-14,2025-09-20
PO00871,2025-12-19,S013,P066,WH-North,317,317,6590.35,2089140.95,2026-01-05,2026-01-02
PO00872,2025-09-26,S020,P036,WH-North,163,139,6872.15,955228.85,2025-10-18,2025-10-20
PO00873,2025-06-30,S012,P088,WH-South,270,234,5620.86,1315281.24,2025-07-06,2025-07-05
PO00874,2026-04-22,S015,P054,WH-West,186,172,3739.53,643199.16,2026-04-29,2026-04-28
PO00875,2026-02-07,S012,P050,WH-West,120,100,1675.05,167505.0,2026-02-17,2026-02-16
PO00876,2025-06-30,S022,P051,WH-South,370,370,366.79,135712.3,2025-07-17,2025-07-19
PO00877,2025-02-26,S017,P052,WH-South,61,54,1367.08,73822.32,2025-03-22,2025-03-26
PO00878,2026-02-26,S012,P021,WH-West,421,386,2470.72,953697.92,2026-03-11,2026-03-19
PO00879,2025-02-15,S009,P030,WH-North,396,333,5123.21,1706028.93,2025-02-22,2025-02-21
PO00880,2025-03-27,S001,P015,WH-South,410,339,7332.43,2485693.77,2025-04-15,2025-04-14
PO00881,2026-01-23,S004,P009,WH-North,407,372,5350.8,1990497.6,2026-01-31,2026-02-01
PO00882,2025-06-27,S001,P032,WH-South,115,97,6504.58,630944.26,2025-07-18,2025-07-20
PO00883,2025-04-03,S017,P072,WH-East,498,471,5486.78,2584273.38,2025-04-24,2025-04-26
PO00884,2025-06-11,S003,P023,WH-North,477,467,1939.29,905648.43,2025-06-28,2025-07-01
PO00885,2025-08-14,S001,P027,WH-South,305,252,3376.64,850913.28,2025-08-29,2025-09-01
PO00886,2025-07-12,S019,P042,WH-South,197,186,4016.26,747024.36,2025-07-24,2025-07-31
PO00887,2025-05-26,S003,P008,WH-North,261,257,5513.62,1417000.34,2025-06-02,2025-06-01
PO00888,2025-09-11,S022,P093,WH-East,246,223,7471.92,1666238.16,2025-10-03,2025-10-04
PO00889,2026-06-06,S021,P011,WH-West,320,320,7695.2,2462464.0,2026-06-11,2026-06-08
PO00890,2026-05-02,S012,P021,WH-South,306,258,2470.72,637445.76,2026-05-14,2026-05-11
PO00891,2026-04-12,S017,P044,WH-North,498,441,3055.75,1347585.75,2026-04-25,2026-04-23
PO00892,2026-03-21,S021,P039,WH-South,65,56,1910.51,106988.56,2026-04-11,2026-04-19
PO00893,2026-02-10,S025,P094,WH-West,457,457,7900.12,3610354.84,2026-02-22,2026-03-02
PO00894,2025-11-11,S010,P033,WH-East,65,57,5454.17,310887.69,2025-11-26,2025-11-24
PO00895,2025-04-01,S017,P067,WH-North,244,219,3111.48,681414.12,2025-04-06,2025-04-09
PO00896,2026-01-31,S017,P055,WH-West,24,24,1236.07,29665.68,2026-02-06,2026-02-07
PO00897,2025-03-04,S008,P013,WH-South,285,285,272.75,77733.75,2025-03-23,Unknown
PO00898,2025-01-15,S020,P036,WH-West,129,129,6872.15,886507.35,2025-02-05,2025-02-08
PO00899,2026-02-26,S017,P087,WH-West,262,244,5608.98,1368591.12,2026-03-17,2026-03-25
PO00900,2025-08-04,S017,P026,WH-West,170,162,5615.99,909790.38,2025-08-26,2025-08-25
PO00901,2025-05-14,S014,P074,WH-South,26,23,7257.25,166916.75,2025-05-30,2025-05-29
PO00902,2025-10-21,S022,P038,WH-North,333,313,7793.26,2439290.38,2025-11-08,2025-11-08
PO00903,2026-06-11,S016,P100,WH-West,322,284,4482.47,1273021.48,2026-06-27,2026-06-28
PO00904,2025-11-24,S003,P023,WH-East,367,356,1939.29,690387.24,2025-11-30,2025-12-04
PO00905,2026-06-25,S003,P008,WH-South,296,261,5513.62,1439054.82,2026-07-15,2026-07-20
PO00906,2025-09-15,S010,P014,WH-East,178,177,5698.83,1008692.91,2025-10-08,2025-10-09
PO00907,2026-03-18,S015,P024,WH-North,174,148,3955.92,585476.16,2026-03-23,2026-03-27
PO00908,2025-06-11,S010,P082,WH-South,432,404,5709.22,2306524.88,2025-06-17,2025-06-16
PO00909,2026-03-03,S019,P040,WH-West,413,382,5809.38,2219183.16,2026-03-19,2026-03-26
PO00910,2025-01-24,S017,P025,WH-South,91,79,1867.3,147516.7,2025-02-01,2025-02-04
PO00911,2025-08-29,S025,P084,WH-East,156,129,6608.9,852548.1,2025-09-09,2025-09-08
PO00912,2025-04-12,S017,P025,WH-West,158,134,1867.3,250218.2,2025-05-03,2025-05-11
PO00913,2025-10-08,S007,P017,WH-East,169,169,5748.97,971575.93,2025-10-17,2025-10-25
PO00914,2026-03-01,S010,P004,WH-East,379,379,4269.34,1618079.86,2026-03-07,2026-03-13
PO00915,2026-06-29,S013,P085,WH-North,365,308,800.7,246615.6,2026-07-16,2026-07-15
PO00916,2025-10-26,S025,P084,WH-East,69,62,6608.9,409751.8,2025-11-07,2025-11-07
PO00917,2025-01-17,S013,P081,WH-South,120,110,7060.83,776691.3,2025-02-08,2025-02-06
PO00918,2025-01-07,S018,P099,WH-North,187,171,1041.43,178084.53,2025-01-15,2025-01-18
PO00919,2026-06-23,S001,P041,WH-North,85,75,7152.57,536442.75,2026-07-03,2026-07-05
PO00920,2026-02-07,S020,P060,WH-West,466,466,1061.17,494505.22,2026-02-20,2026-02-27
PO00921,2025-09-28,S017,P087,WH-North,261,261,5608.98,1463943.78,2025-10-12,2025-10-11
PO00922,2025-03-11,S013,P085,WH-South,166,137,800.7,109695.9,2025-03-19,2025-03-16
PO00923,2025-07-04,S014,P043,WH-East,261,248,6183.15,1533421.2,2025-07-12,2025-07-20
PO00924,2025-08-16,S015,P054,WH-North,135,113,3739.53,422566.89,2025-08-27,2025-09-02
PO00925,2025-03-10,S017,P052,WH-North,291,273,1367.08,373212.84,2025-03-28,2025-03-27
PO00926,2025-08-25,S012,P021,WH-South,151,150,2470.72,370608.0,2025-09-10,2025-09-10
PO00927,2025-07-16,S015,P024,WH-South,324,308,3955.92,1218423.36,2025-08-04,2025-08-10
PO00928,2026-05-29,S016,P037,WH-West,57,52,1418.79,73777.08,2026-06-19,2026-06-16
PO00929,2025-04-17,S010,P082,WH-West,154,154,5709.22,879219.88,2025-05-04,2025-05-08
PO00930,2025-05-26,S017,P044,WH-West,202,196,3055.75,598927.0,2025-05-31,2025-05-29
PO00931,2025-06-09,S020,P083,WH-East,33,29,1022.9,29664.1,2025-06-26,2025-06-25
PO00932,2025-08-27,S023,P005,WH-East,223,200,3730.15,746030.0,2025-09-16,2025-09-17
PO00933,2026-01-04,S005,P061,WH-West,104,101,6142.41,620383.41,2026-01-21,2026-01-26
PO00934,2025-05-06,S017,P044,WH-East,263,217,3055.75,663097.75,2025-05-19,2025-05-21
PO00935,2025-06-06,S013,P091,WH-South,309,257,2579.79,663006.03,2025-06-28,2025-06-27
PO00936,2026-04-13,S007,P006,WH-North,168,167,514.64,85944.88,2026-05-03,2026-05-02
PO00937,2026-04-12,S012,P078,WH-North,146,121,5690.78,688584.38,2026-05-06,2026-05-10
PO00938,2025-11-12,S001,P003,WH-South,439,420,5817.69,2443429.8,2025-11-28,2025-11-28
PO00939,2025-12-08,S005,P065,WH-East,338,299,5199.81,1554743.19,2025-12-20,2025-12-21
PO00940,2025-06-04,S019,P031,WH-West,317,312,1614.17,503621.04,2025-06-09,2025-06-09
PO00941,2025-05-16,S017,P055,WH-North,452,447,1236.07,552523.29,2025-06-02,2025-06-09
PO00942,2026-04-01,S023,P045,WH-West,90,90,7714.42,694297.8,2026-04-24,2026-04-29
PO00943,2025-02-01,S014,P074,WH-North,104,87,7257.25,631380.75,2025-02-18,2025-02-22
PO00944,2025-01-15,S017,P055,WH-South,157,142,1236.07,175521.94,2025-01-22,2025-01-25
PO00945,2025-05-08,S020,P060,WH-East,296,277,1061.17,293944.09,2025-05-13,2025-05-13
PO00946,2026-01-14,S019,P031,WH-North,132,132,1614.17,213070.44,2026-02-01,2026-02-06
PO00947,2026-02-28,S013,P081,WH-East,483,422,7060.83,2979670.26,2026-03-05,2026-03-12
PO00948,2025-04-06,S021,P039,WH-South,82,68,1910.51,129914.68,2025-04-15,2025-04-19
PO00949,2025-11-09,S010,P048,WH-South,108,93,6812.06,633521.58,2025-11-18,2025-11-22
PO00950,2025-04-28,S019,P080,WH-East,96,88,5694.0,501072.0,2025-05-13,2025-05-19
PO00951,2026-06-06,S001,P027,WH-North,402,384,3376.64,1296629.76,2026-06-29,2026-06-27
PO00952,2025-04-27,S003,P016,WH-North,138,132,4791.69,632503.08,2025-05-13,2025-05-14
PO00953,2025-12-14,S017,P052,WH-North,325,271,1367.08,370478.68,2025-12-26,2025-12-28
PO00954,2025-06-29,S010,P004,WH-West,302,294,4269.34,1255185.96,2025-07-13,2025-07-15
PO00955,2025-08-12,S019,P042,WH-West,248,236,4016.26,947837.36,2025-09-03,2025-09-08
PO00956,2025-08-12,S013,P091,WH-East,155,140,2579.79,361170.6,2025-08-25,2025-08-25
PO00957,2025-09-05,S015,P054,WH-East,433,405,3739.53,1514509.65,2025-09-20,2025-09-23
PO00958,2025-09-11,S004,P009,WH-North,498,485,5350.8,2595138.0,2025-09-20,2025-09-25
PO00959,2025-11-15,S017,P025,WH-South,142,124,1867.3,231545.2,2025-12-02,2025-12-03
PO00960,2025-01-25,S012,P088,WH-West,218,218,5620.86,1225347.48,2025-02-11,2025-02-18
PO00961,2025-05-18,S022,P058,WH-South,49,42,2347.48,98594.16,2025-05-26,2025-05-28
PO00962,2025-01-09,S025,P092,WH-North,37,37,7533.17,278727.29,2025-01-30,2025-01-27
PO00963,2025-10-29,S007,P018,WH-East,42,41,5728.7,234876.7,2025-11-16,2025-11-19
PO00964,2025-06-20,S017,P044,WH-North,57,54,3055.75,165010.5,2025-07-03,2025-07-04
PO00965,2026-05-27,S022,P090,WH-South,256,214,1950.75,417460.5,2026-06-02,2026-06-02
PO00966,2026-01-04,S014,P074,WH-South,267,267,7257.25,1937685.75,2026-01-12,2026-01-11
PO00967,2026-05-26,S025,P049,WH-West,380,334,2161.22,721847.48,2026-06-10,2026-06-07
PO00968,2026-01-10,S017,P044,WH-West,49,47,3055.75,143620.25,2026-01-24,2026-01-25
PO00969,2025-07-23,S008,P098,WH-West,138,138,2306.64,318316.32,2025-08-01,2025-07-31
PO00970,2025-02-26,S012,P075,WH-West,305,265,4020.25,1065366.25,2025-03-18,2025-03-22
PO00971,2025-01-25,S012,P078,WH-South,475,475,5690.78,2703120.5,2025-02-04,2025-02-12
PO00972,2026-01-26,S022,P038,WH-West,479,451,7793.26,3514760.26,2026-02-04,2026-02-04
PO00973,2025-02-24,S005,P065,WH-North,93,89,5199.81,462783.09,2025-03-13,2025-03-12
PO00974,2025-05-27,S013,P081,WH-North,90,90,7060.83,635474.7,2025-06-09,2025-06-17
PO00975,2026-06-28,S013,P081,WH-South,442,409,7060.83,2887879.47,2026-07-12,2026-07-09
PO00976,2025-03-28,S014,P010,WH-South,292,265,6761.94,1791914.1,2025-04-03,2025-04-11
PO00977,2025-03-13,S004,P063,WH-South,499,472,4099.62,1935020.64,2025-04-01,2025-04-07
PO00978,2026-06-18,S025,P094,WH-South,344,320,7900.12,2528038.4,2026-07-04,2026-07-02
PO00979,2025-05-16,S008,P046,WH-East,381,317,1480.52,469324.84,2025-06-01,2025-06-07
PO00980,2025-02-15,S009,P097,WH-North,232,199,6093.09,1212524.91,2025-02-22,2025-02-20
PO00981,2026-06-01,S022,P002,WH-East,498,410,6949.48,2849286.8,2026-06-20,2026-06-17
PO00982,2025-01-12,S002,P020,WH-South,455,383,1946.07,745344.81,2025-02-04,2025-02-08
PO00983,2025-01-27,S005,P096,WH-South,354,342,4344.62,1485860.04,2025-02-13,2025-02-14
PO00984,2025-03-25,S001,P003,WH-West,160,131,5817.69,762117.39,2025-04-01,2025-03-30
PO00985,2025-02-21,S020,P036,WH-East,257,226,6872.15,1553105.9,2025-03-10,2025-03-14
PO00986,2025-03-15,S023,P005,WH-East,26,24,3730.15,89523.6,2025-03-24,2025-03-30
PO00987,2026-05-05,S002,P020,WH-East,235,235,1946.07,457326.45,2026-05-20,2026-05-21
PO00988,2026-03-31,S001,P003,WH-West,87,77,5817.69,447962.13,2026-04-21,2026-04-27
PO00989,2025-09-05,S001,P003,WH-South,335,327,5817.69,1902384.63,2025-09-28,2025-09-29
PO00990,2025-01-12,S016,P100,WH-North,124,112,4482.47,502036.64,2025-02-05,2025-02-03
PO00991,2025-12-02,S003,P070,WH-North,486,408,2363.97,964499.76,2025-12-18,2025-12-22
PO00992,2025-09-11,S016,P100,WH-East,449,377,4482.47,1689891.19,2025-09-20,2025-09-19
PO00993,2025-04-14,S012,P088,WH-West,54,49,5620.86,275422.14,2025-05-05,2025-05-05
PO00994,2025-11-11,S002,P047,WH-West,48,40,7921.92,316876.8,2025-12-04,2025-12-05
PO00995,2025-03-09,S016,P037,WH-East,375,350,1418.79,496576.5,2025-03-24,2025-03-30
PO00996,2026-05-16,S003,P008,WH-East,138,127,5513.62,700229.74,2026-05-22,2026-05-27
PO00997,2025-06-21,S019,P080,WH-South,53,51,5694.0,290394.0,2025-07-01,2025-06-29
PO00998,2025-05-23,S019,P001,WH-East,411,352,1589.96,559665.92,2025-05-30,2025-06-03
PO00999,2025-07-16,S012,P078,WH-South,469,440,5690.78,2503943.2,2025-08-04,2025-08-05
PO01000,2025-06-22,S023,P045,WH-West,279,239,7714.42,1843746.38,2025-07-14,2025-07-21
PO01001,2026-06-06,S014,P074,WH-North,341,329,7257.25,2387635.25,2026-06-27,2026-07-02
PO01002,2025-07-09,S014,P010,WH-South,369,325,6761.94,2197630.5,2025-07-28,2025-08-02
PO01003,2025-01-12,S005,P086,WH-East,332,313,2683.09,839807.17,2025-01-18,2025-01-24
PO01004,2025-01-29,S021,P095,WH-South,368,367,4617.29,1694545.43,2025-02-07,2025-02-15
PO01005,2025-03-29,S007,P068,WH-West,151,139,6782.27,942735.53,2025-04-07,2025-04-06
PO01006,2026-04-18,S014,P043,WH-West,360,309,6183.15,1910593.35,2026-05-01,2026-05-09
PO01007,2025-04-21,S017,P087,WH-South,220,219,5608.98,1228366.62,2025-05-01,2025-05-06
PO01008,2026-02-25,S001,P041,WH-South,469,418,7152.57,2989774.26,2026-03-20,2026-03-23
PO01009,2025-03-10,S015,P012,WH-South,423,409,2355.34,963334.06,2025-03-24,2025-03-29
PO01010,2025-04-29,S003,P008,WH-South,132,117,5513.62,645093.54,2025-05-22,2025-05-25
PO01011,2026-02-28,S023,P045,WH-West,116,102,7714.42,786870.84,2026-03-23,2026-03-27
PO01012,2025-09-04,S012,P088,WH-West,330,313,5620.86,1759329.18,2025-09-24,2025-09-24
PO01013,2025-01-22,S019,P001,WH-South,25,21,1589.96,33389.16,2025-02-07,2025-02-08
PO01014,2026-02-03,S017,P026,WH-North,48,48,5615.99,269567.52,2026-02-16,2026-02-24
PO01015,2026-05-13,S005,P086,WH-West,355,319,2683.09,855905.71,2026-05-20,2026-05-22
PO01016,2025-11-22,S004,P089,WH-West,375,309,3726.91,1151615.19,2025-12-13,2025-12-13
PO01017,2025-07-11,S019,P031,WH-North,408,359,1614.17,579487.03,2025-07-25,2025-07-29
PO01018,2025-12-18,S009,P056,WH-North,184,180,765.88,137858.4,2026-01-09,2026-01-10
PO01019,2026-02-08,S008,P098,WH-East,412,409,2306.64,943415.76,2026-02-19,2026-02-18
PO01020,2026-03-03,S016,P037,WH-North,499,466,1418.79,661156.14,2026-03-14,2026-03-11
PO01021,2025-11-19,S012,P075,WH-East,56,49,4020.25,196992.25,2025-12-02,2025-11-29
PO01022,2025-08-15,S010,P004,WH-North,442,409,4269.34,1746160.06,2025-09-04,2025-09-08
PO01023,2025-06-29,S017,P072,WH-South,82,81,5486.78,444429.18,2025-07-14,2025-07-13
PO01024,2026-04-23,S017,P044,WH-South,258,228,3055.75,696711.0,2026-05-06,2026-05-13
PO01025,2026-02-19,S018,P099,WH-North,269,241,1041.43,250984.63,2026-02-24,2026-03-02
PO01026,2025-11-09,S004,P089,WH-North,204,189,3726.91,704385.99,2025-11-25,2025-11-25
PO01027,2025-06-03,S021,P095,WH-East,266,265,4617.29,1223581.85,2025-06-10,2025-06-13
PO01028,2025-02-05,S025,P049,WH-East,59,55,2161.22,118867.1,2025-03-01,2025-02-26
PO01029,2025-05-02,S017,P087,WH-East,496,427,5608.98,2395034.46,2025-05-25,2025-05-27
PO01030,2025-07-01,S019,P040,WH-West,83,70,5809.38,406656.6,2025-07-13,2025-07-10
PO01031,2026-03-02,S007,P068,WH-South,242,203,6782.27,1376800.81,2026-03-13,2026-03-12
PO01032,2025-04-14,S016,P100,WH-North,141,141,4482.47,632028.27,2025-04-23,2025-04-23
PO01033,2025-03-23,S023,P071,WH-East,150,148,3389.05,501579.4,2025-04-01,2025-04-08
PO01034,2026-06-20,S014,P010,WH-North,318,309,6761.94,2089439.46,2026-07-14,2026-07-17
PO01035,2025-12-04,S003,P070,WH-North,144,132,2363.97,312044.04,2025-12-13,2025-12-11
PO01036,2025-04-13,S021,P095,WH-West,44,42,4617.29,193926.18,2025-04-29,2025-05-03
PO01037,2025-09-21,S010,P004,WH-North,330,279,4269.34,1191145.86,2025-10-15,2025-10-17
PO01038,2025-08-19,S012,P021,WH-West,381,360,2470.72,889459.2,2025-08-28,2025-09-03
PO01039,2025-07-01,S019,P042,WH-West,55,54,4016.26,216878.04,2025-07-12,2025-07-10
PO01040,2025-08-15,S025,P084,WH-West,127,106,6608.9,700543.4,2025-08-20,2025-08-19
PO01041,2026-05-15,S013,P081,WH-South,205,180,7060.83,1270949.4,2026-06-07,2026-06-07
PO01042,2026-05-26,S007,P006,WH-West,480,404,514.64,207914.56,2026-06-01,2026-06-03
PO01043,2025-01-03,S021,P011,WH-South,122,106,7695.2,815691.2,2025-01-19,2025-01-16
PO01044,2026-04-21,S010,P082,WH-West,38,37,5709.22,211241.14,2026-05-05,2026-05-06
PO01045,2025-11-26,S017,P073,WH-West,206,183,4048.01,740785.83,2025-12-16,2025-12-20
PO01046,2025-11-17,S015,P012,WH-West,419,401,2355.34,944491.34,2025-12-02,2025-12-10
PO01047,2025-07-03,S019,P031,WH-West,253,247,1614.17,398699.99,2025-07-25,2025-07-28
PO01048,2025-06-29,S019,P031,WH-East,113,111,1614.17,179172.87,2025-07-15,2025-07-22
PO01049,2025-05-05,S014,P043,WH-North,250,249,6183.15,1539604.35,2025-05-18,2025-05-17
PO01050,2026-03-16,S022,P058,WH-West,374,351,2347.48,823965.48,2026-03-27,2026-04-03
PO01051,2026-01-30,S012,P050,WH-East,405,355,1675.05,594642.75,2026-02-10,2026-02-08
PO01052,2026-01-20,S008,P098,WH-North,147,125,2306.64,288330.0,2026-02-06,2026-02-04
PO01053,2025-04-22,S019,P080,WH-North,468,431,5694.0,2454114.0,2025-05-16,2025-05-22
PO01054,2025-07-21,S001,P041,WH-North,334,281,7152.57,2009872.17,2025-08-07,2025-08-08
PO01055,2025-11-24,S013,P076,WH-South,323,323,1819.91,587830.93,2025-12-18,2025-12-22
PO01056,2026-02-12,S023,P077,WH-West,401,364,7797.85,2838417.4,2026-02-21,2026-02-23
PO01057,2025-09-22,S020,P036,WH-South,278,276,6872.15,1896713.4,2025-10-10,2025-10-12
PO01058,2026-03-19,S023,P077,WH-North,429,413,7797.85,3220512.05,2026-04-08,2026-04-11
PO01059,2025-09-11,S017,P044,WH-East,367,364,3055.75,1112293.0,2025-09-28,2025-09-25
PO01060,2025-03-11,S013,P066,WH-East,494,492,6590.35,3242452.2,2025-03-27,2025-03-26
PO01061,2026-06-19,S001,P015,WH-South,417,346,7332.43,2537020.78,2026-06-24,2026-07-01
PO01062,2025-12-08,S023,P077,WH-West,261,252,7797.85,1965058.2,2025-12-20,2025-12-21
PO01063,2025-08-01,S002,P034,WH-North,134,116,5330.87,618380.92,2025-08-13,2025-08-16
PO01064,2025-05-03,S022,P090,WH-West,171,171,1950.75,333578.25,2025-05-22,2025-05-24
PO01065,2026-06-21,S003,P070,WH-South,438,427,2363.97,1009415.19,2026-06-28,2026-06-25
PO01066,2025-07-14,S013,P085,WH-East,135,111,800.7,88877.7,2025-07-26,2025-07-31
PO01067,2025-09-27,S017,P044,WH-East,491,491,3055.75,1500373.25,2025-10-19,2025-10-18
PO01068,2026-05-05,S010,P033,WH-South,281,247,5454.17,1347179.99,2026-05-16,2026-05-24
PO01069,2025-03-07,S009,P079,WH-North,268,242,6732.07,1629160.94,2025-03-23,2025-03-26
PO01070,2025-07-18,S018,P099,WH-South,209,197,1041.43,205161.71,2025-08-06,2025-08-14
PO01071,2025-05-22,S025,P092,WH-South,498,498,7533.17,3751518.66,2025-06-03,2025-05-31
PO01072,2025-08-29,S007,P006,WH-South,240,240,514.64,123513.6,2025-09-18,2025-09-15
PO01073,2025-07-28,S019,P040,WH-North,275,256,5809.38,1487201.28,2025-08-06,2025-08-13
PO01074,2025-05-06,S007,P006,WH-North,311,275,514.64,141526.0,2025-05-15,2025-05-12
PO01075,2025-09-23,S012,P075,WH-East,304,266,4020.25,1069386.5,2025-10-06,2025-10-14
PO01076,2025-12-21,S010,P014,WH-West,160,143,5698.83,814932.69,2026-01-07,2026-01-07
PO01077,2025-06-25,S013,P085,WH-North,411,352,800.7,281846.4,2025-07-14,2025-07-11
PO01078,2026-01-22,S025,P084,WH-North,162,155,6608.9,1024379.5,2026-02-03,2026-01-31
PO01079,2025-02-16,S023,P005,WH-North,308,285,3730.15,1063092.75,2025-03-04,2025-03-09
PO01080,2025-06-16,S023,P045,WH-South,270,263,7714.42,2028892.46,2025-07-10,2025-07-14
PO01081,2025-08-05,S022,P059,WH-West,364,305,524.57,159993.85,2025-08-18,2025-08-19
